Id,FullName,Gender,Address,Email,Phone,BirthYear,IsFullTime,MaritalStatus,Role,Faculty,HiringYear,Salary
2dcfa0d1-5ba8-4c4f-86c3-a22063ff83cf,Sarah Clark,Female,800 Pine Rd,employee7857@example.com,+16215826016,1975-09-17,True,DIVORCED,TECHNICIAN,MATHEMATICS,2006-11-24,44117.08
1d730e01-ba37-4b46-a539-dfe02f71a2d2,Sarah Clark,Female,788 Elm St,employee3373@example.com,+14072032572,1980-06-23,False,DIVORCED,SECRETARY,MATHEMATICS,2018-04-01,55861.61
baa6b91a-ff20-4e9a-8a72-7880cd23e114,Alice Anderson,Female,952 Broadway,employee6994@example.com,+18691280732,1990-10-24,False,DIVORCED,CLEANING_STAFF,NURSING,2020-08-05,36018.86
e4f8c72b-36e0-43bf-9fe8-3c9cf0ff3ab0,John Smith,Female,666 Maple Ave,employee2512@example.com,+19022333388,1991-03-01,True,WIDOWED,TECHNICIAN,PSYCHOLOGY,2005-02-15,50289.53
376da384-2efb-445b-8500-d8d900dc8554,Emily Johnson,Male,445 Main St,employee5417@example.com,+12138523445,1989-10-01,True,DIVORCED,TECHNICIAN,LANGUAGES,2007-10-10,59322.2
5da1360d-a24e-48aa-a74f-4ba39566f35d,Robert Anderson,Male,482 Elm St,employee9421@example.com,+12862232963,1989-02-04,False,SINGLE,CLEANING_STAFF,BIOLOGY,2000-06-15,33941.5
1d7a1378-fd78-4fdd-9ab9-31471c659391,David Smith,Female,202 Main St,employee3626@example.com,+12963522220,1960-11-05,True,DIVORCED,SECRETARY,NURSING,1997-05-09,35904.84
8e6475ce-d0e1-4fc0-8873-3b943b448960,Alice Harris,Male,525 Cedar St,employee7314@example.com,+16964398606,1988-11-17,False,WIDOWED,TECHNICIAN,FASHION_DESIGN,2009-10-20,34902.58
58c0b3d2-77fa-455a-b845-6dc54ed62f5e,David Taylor,Female,408 Pine Rd,employee5969@example.com,+18760052970,1965-04-15,True,SINGLE,SECRETARY,NURSING,2017-10-03,45602.68
b74b4790-a6e2-432a-a9ee-b4ed6592c2b6,Michael White,Male,943 Elm St,employee5883@example.com,+14596236237,1975-09-15,True,WIDOWED,SECRETARY,LANGUAGES,2015-05-23,30744.04
e5e0ada7-8fb4-4647-9b27-464751d1a46b,John Johnson,Male,808 Pine Rd,employee3275@example.com,+14498903438,1990-09-20,False,SINGLE,SECRETARY,LANGUAGES,2017-11-09,51232.37
95cd9ffc-08b0-4e1b-8574-c6d80f58cd30,Robert Walker,Male,947 Pine Rd,employee5380@example.com,+17111796966,1963-02-08,True,DIVORCED,SECRETARY,FASHION_DESIGN,1998-11-07,33120.79
08ee2ffc-4744-4d4c-983d-8c6090ba378d,David Brown,Female,658 Cedar St,employee8693@example.com,+19602212912,1971-09-25,True,DIVORCED,SECRETARY,BUSINESS_AND_MANAGEMENT,2007-05-13,34814.2
1551f245-d269-4bc6-8cd9-478100ed8d0e,Linda Brown,Female,372 Broadway,employee5985@example.com,+15513221007,1972-01-09,False,SINGLE,TECHNICIAN,COMPUTER_SCIENCE,2000-05-16,48365.14
7a8e2729-ee16-4420-9649-1b216158f1d6,Emily Johnson,Male,491 Cedar St,employee6456@example.com,+13421174073,1994-07-12,False,WIDOWED,SECRETARY,BUSINESS_AND_MANAGEMENT,1995-10-12,46323.32
80ec2d0a-84ce-4826-9a86-7e2145d64445,Linda Taylor,Male,374 Pine Rd,employee4628@example.com,+13343451663,1989-09-21,False,MARRIED,CLEANING_STAFF,COMPUTER_SCIENCE,2011-07-04,46397.27
524375c1-e019-4540-b2ba-879b25e08a34,John White,Female,586 Broadway,employee6803@example.com,+19374553573,1972-03-03,False,WIDOWED,CLEANING_STAFF,BUSINESS_AND_MANAGEMENT,2012-08-19,34620.1
52ac92c6-69d1-4eba-aa31-2e29d11fa489,John Smith,Male,266 Elm St,employee5897@example.com,+13017722787,1967-06-10,False,SINGLE,TECHNICIAN,BIOLOGY,1998-05-10,38772.68
d13b028a-8920-411f-a3fd-cdbe5207d7a0,Brian Lewis,Female,447 Broadway,employee3003@example.com,+14107848536,1986-07-02,True,DIVORCED,TECHNICIAN,BIOLOGY,2007-02-17,31720.44
275de0ca-c611-4560-9468-de1db1b770ca,Emily Anderson,Female,459 Main St,employee2384@example.com,+13697862502,1983-07-09,False,DIVORCED,SECRETARY,LANGUAGES,2012-07-02,39224.12
5a08e447-c12d-46be-8994-a1970d91c9b4,David Clark,Female,297 Maple Ave,employee3823@example.com,+13896109384,1977-04-17,False,DIVORCED,CLEANING_STAFF,LAW,1999-07-06,50008.36
d101dfee-5ab5-423b-b93e-ea7e62565678,Sarah Harris,Female,369 Broadway,employee4304@example.com,+16804846995,1978-12-13,False,DIVORCED,TECHNICIAN,LANGUAGES,2009-11-06,47528.28
df5d5d34-675d-486d-94fb-d1e143df0da4,Michael Smith,Female,490 Maple Ave,employee5217@example.com,+14025167214,1968-02-19,False,SINGLE,SECRETARY,BIOLOGY,2002-04-04,51754.17
46e2b10c-3b87-4c78-8115-5425ee05590c,Brian Johnson,Male,540 Pine Rd,employee3763@example.com,+19023478275,1995-10-26,True,DIVORCED,SECRETARY,BUSINESS_AND_MANAGEMENT,2005-08-05,55922.8
8c60f4f6-1d34-4270-bd19-dee9a0226715,Emily Anderson,Male,296 Pine Rd,employee5190@example.com,+19256772415,1989-04-26,True,MARRIED,SECRETARY,MATHEMATICS,2003-08-18,51508.4
01bfc88b-9f35-411a-b307-f1e970d83b09,David Brown,Male,999 Cedar St,employee2980@example.com,+17220728553,1960-11-03,True,DIVORCED,SECRETARY,FASHION_DESIGN,1994-05-20,47461.07
1f602290-5e80-4a87-abd7-21eca20dc136,Linda Johnson,Female,930 Maple Ave,employee6632@example.com,+15461177330,1974-08-24,False,MARRIED,CLEANING_STAFF,BUSINESS_AND_MANAGEMENT,1997-08-25,31882.98
baeb79f6-b12b-4388-b92e-a5ab707cc72c,John Clark,Male,461 Maple Ave,employee5564@example.com,+19383711071,1977-09-10,False,DIVORCED,SECRETARY,LAW,2006-04-06,36700.59
e68bb363-d8b4-45fa-b6ab-6fe6f0e5c6c3,Emily Clark,Female,830 Broadway,employee4517@example.com,+13735786320,1989-05-24,True,DIVORCED,CLEANING_STAFF,LAW,2014-12-13,43272.27
867d8bb9-a5c8-446d-b624-5a5d27980e50,John Smith,Female,131 Broadway,employee8021@example.com,+18846410025,1981-04-05,False,MARRIED,SECRETARY,MATHEMATICS,2017-12-02,56843.9
5e65ff37-213d-473c-9bc4-9bd12ec7c2b9,Jessica Clark,Male,796 Main St,employee8886@example.com,+16245276214,1972-12-19,True,MARRIED,SECRETARY,MATHEMATICS,2017-09-12,35474.9
a49ccb43-7ff5-4ac9-bad6-417476c533c9,Linda Anderson,Male,280 Cedar St,employee1469@example.com,+18846674187,1963-10-07,False,WIDOWED,TECHNICIAN,BIOLOGY,2007-10-09,32809.02
796b46f3-e1e1-456b-a5bc-1a0d95dbd073,Sarah Brown,Female,150 Maple Ave,employee3897@example.com,+16184920860,1979-06-12,False,DIVORCED,CLEANING_STAFF,BIOLOGY,2006-11-16,42511.37
0f9ae8af-8c04-42f8-ba04-973b13a10bd4,John Anderson,Female,817 Main St,employee6103@example.com,+14731730833,1986-02-26,True,WIDOWED,TECHNICIAN,LAW,2009-08-02,49156.26
f87d3bbd-23af-43d9-ac81-38598590e021,Robert Walker,Female,726 Main St,employee8875@example.com,+16583747684,1963-06-10,False,WIDOWED,TECHNICIAN,PSYCHOLOGY,2003-10-09,54461.14
af1c22e3-2486-4f45-8411-342b7c38ebc8,Emily Taylor,Male,902 Broadway,employee2677@example.com,+15679458714,1964-06-27,False,SINGLE,CLEANING_STAFF,BUSINESS_AND_MANAGEMENT,2000-02-17,50297.8
3c3e106f-7d0a-46fe-9a48-428f75d6cb0b,Alice Brown,Male,959 Cedar St,employee9669@example.com,+16457230395,1994-01-10,False,WIDOWED,SECRETARY,BIOLOGY,2003-10-27,39744.96
c180ddbe-cead-4cd1-a4a2-0d5812536889,John White,Male,526 Elm St,employee3091@example.com,+17416247845,1975-06-27,True,DIVORCED,TECHNICIAN,NURSING,2013-07-19,38214.09
7ff1f266-f3c1-4164-a2c6-483f2570b0c9,Alice Anderson,Male,226 Pine Rd,employee2906@example.com,+19157308085,1968-01-22,False,MARRIED,TECHNICIAN,BUSINESS_AND_MANAGEMENT,1996-07-24,51569.99
62d67932-7fc9-43b6-8bd4-243e466db0bd,Alice Johnson,Male,935 Maple Ave,employee2700@example.com,+14304803814,1980-01-03,False,DIVORCED,TECHNICIAN,NURSING,1994-08-12,36196.68
6183639b-a5f4-45e0-afe5-fec664a14048,Linda Smith,Male,563 Pine Rd,employee7783@example.com,+16685575382,1972-06-25,True,MARRIED,CLEANING_STAFF,COMPUTER_SCIENCE,2001-06-13,56678.38
67db93bc-d15b-4bfa-9682-dd7b24280e3e,Robert Clark,Female,821 Cedar St,employee2184@example.com,+16591162354,1986-02-11,False,SINGLE,CLEANING_STAFF,PSYCHOLOGY,1991-05-09,40650.59
754766ac-7274-4931-8c68-945fda2b85d2,John White,Male,280 Pine Rd,employee1639@example.com,+14652280114,1976-04-09,True,MARRIED,CLEANING_STAFF,LAW,2018-09-05,52944.32
a9036632-59c6-4d7c-b145-6df472c7f940,Linda Walker,Male,587 Cedar St,employee3191@example.com,+12270786302,1965-08-07,False,WIDOWED,SECRETARY,MATHEMATICS,2017-06-01,51048.5
9e590b6d-d1ab-4cf0-9063-596617c478ec,Alice Smith,Female,868 Main St,employee3629@example.com,+12908849980,1962-05-25,False,MARRIED,CLEANING_STAFF,PSYCHOLOGY,2017-01-13,42179.19
a1a71bef-4b25-4990-acc8-3ed999acc99b,David White,Male,516 Main St,employee2150@example.com,+16671605162,1969-02-20,True,MARRIED,TECHNICIAN,BUSINESS_AND_MANAGEMENT,1995-09-13,55649.43
c68a2b89-0ce9-454d-a973-86a9aad7afad,Linda Johnson,Female,877 Broadway,employee8108@example.com,+16252548455,1995-11-03,True,DIVORCED,SECRETARY,BIOLOGY,1993-07-22,31383.62
9845746a-3c58-4041-b93a-7b22210f5051,Michael Brown,Female,826 Broadway,employee1607@example.com,+15682703998,1971-04-18,False,MARRIED,CLEANING_STAFF,LAW,2012-03-08,55320.29
3e3ee930-ef16-4303-b7de-7328502eb6ae,David Harris,Male,376 Pine Rd,employee3839@example.com,+13436197611,1993-02-20,True,DIVORCED,SECRETARY,MATHEMATICS,1996-05-08,53790.66
8e346e15-1e17-46a9-9767-79b338323e11,Jessica Taylor,Male,559 Pine Rd,employee1696@example.com,+15016526597,1981-06-07,True,SINGLE,TECHNICIAN,LAW,2017-05-21,52996.43
9616a76f-35f3-4ce0-897c-ee636cdfe2ae,Jessica Clark,Female,640 Elm St,employee2490@example.com,+16811276905,1975-08-06,True,WIDOWED,CLEANING_STAFF,NURSING,1996-10-24,46902.66
0561a5e8-987b-44e0-a1ef-f242de4a60d9,Emily Johnson,Male,553 Maple Ave,employee6862@example.com,+15962021893,1980-08-22,True,MARRIED,TECHNICIAN,FASHION_DESIGN,1991-02-21,35534.59
1ff184cd-b58a-44fa-9572-a3d04caf5ca7,Alice Walker,Female,932 Maple Ave,employee7537@example.com,+15379717223,1978-04-23,False,DIVORCED,SECRETARY,LANGUAGES,2019-04-15,32923.4
1268cbfb-a765-4fa8-8f49-110638582181,Linda Anderson,Male,592 Main St,employee2294@example.com,+15065719509,1975-01-13,True,DIVORCED,TECHNICIAN,MATHEMATICS,2010-02-17,34564.45
f6fc950c-b8f9-4b0f-aabc-fd6fc3bcef88,Brian Anderson,Female,975 Maple Ave,employee6880@example.com,+13263506166,1987-08-01,False,WIDOWED,CLEANING_STAFF,MATHEMATICS,2008-04-13,37164.11
8133e9be-0b1d-4b95-933f-3130d95029f9,David Anderson,Female,329 Broadway,employee8795@example.com,+13555166768,1960-03-22,True,MARRIED,SECRETARY,LAW,2017-03-06,43393.43
171928a2-3f12-4a10-b366-4d50d6ed36dd,Robert Walker,Female,688 Pine Rd,employee9932@example.com,+13413677794,1973-11-01,True,SINGLE,TECHNICIAN,LANGUAGES,2011-08-15,50174.48
665035ad-4e7b-439c-bf6e-36208a329fcb,Emily Harris,Female,695 Cedar St,employee1589@example.com,+18703324515,1961-07-15,False,DIVORCED,SECRETARY,PSYCHOLOGY,1995-01-11,48021.86
373e4b37-a439-4571-9cc0-c82f570d2cbd,Alice Johnson,Male,995 Maple Ave,employee4042@example.com,+19479074430,1976-03-03,True,MARRIED,TECHNICIAN,PSYCHOLOGY,2009-07-16,49773.37
88b11bcd-1b9b-44e8-a6dc-8a239b7ffec2,Brian Lewis,Female,302 Broadway,employee9431@example.com,+12063058207,1968-07-20,False,SINGLE,TECHNICIAN,NURSING,1996-09-11,44947.22
8d080dc3-705e-4f9b-a5e4-868407bb7683,Michael White,Male,526 Broadway,employee8577@example.com,+18954071366,1992-05-20,True,DIVORCED,CLEANING_STAFF,MATHEMATICS,2007-12-25,36953.39
6656dc98-9a2a-4791-8fa2-2d924f329115,Sarah Lewis,Male,622 Pine Rd,employee5879@example.com,+15048253201,1979-10-19,True,WIDOWED,SECRETARY,MATHEMATICS,2002-10-10,39459.06
6ee4d51c-5c9b-420e-b35e-86e1f3378324,John Clark,Male,781 Main St,employee7546@example.com,+12300483219,1970-07-15,True,MARRIED,CLEANING_STAFF,BIOLOGY,2000-01-24,56600.23
d02b4b85-2715-4f9f-83f7-06e29edd630d,Alice Walker,Female,345 Main St,employee8314@example.com,+12885480247,1980-07-23,False,MARRIED,SECRETARY,BIOLOGY,2019-01-28,55482.38
1bffc65c-c47e-44ad-bca9-15855097ae37,Sarah White,Male,698 Cedar St,employee2748@example.com,+15700630076,1985-07-24,False,MARRIED,TECHNICIAN,BIOLOGY,2010-06-05,36548.46
66568b52-c5d4-4e8a-955a-4f48691a9c79,Michael Walker,Female,638 Pine Rd,employee1822@example.com,+14194749097,1986-09-07,True,SINGLE,CLEANING_STAFF,FASHION_DESIGN,2008-08-01,43815.05
1862fccd-c8f3-4e68-b569-ef6827bab265,Alice Harris,Male,661 Elm St,employee2383@example.com,+16793305746,1966-05-22,True,MARRIED,TECHNICIAN,BUSINESS_AND_MANAGEMENT,2002-12-17,30312.51
38c9eddf-b124-4fe0-b8be-131c7b5a51bd,Jessica Taylor,Male,730 Maple Ave,employee9640@example.com,+17846516416,1978-03-14,False,MARRIED,SECRETARY,BIOLOGY,2000-05-19,59151.13
7131a23c-96dc-482a-9db1-f21ec3289f75,Linda Anderson,Male,204 Main St,employee5374@example.com,+15671327226,1994-01-24,False,MARRIED,CLEANING_STAFF,MATHEMATICS,1995-12-28,48586.26
57915371-3bcf-47ee-a910-4b91a42f5d65,Robert Harris,Female,616 Cedar St,employee2536@example.com,+12380476666,1968-11-20,True,DIVORCED,CLEANING_STAFF,BUSINESS_AND_MANAGEMENT,2006-02-10,30298.74
fbae03ff-fd24-49b5-8b4b-6501d37f782f,Linda Smith,Female,476 Pine Rd,employee7200@example.com,+19369539943,1965-07-20,False,MARRIED,CLEANING_STAFF,LANGUAGES,2018-11-22,38881.51
17f99a4a-a807-4dd4-a2cd-b5b997993fd3,Robert White,Male,617 Elm St,employee8841@example.com,+14829088368,1974-10-01,False,DIVORCED,TECHNICIAN,LANGUAGES,1994-02-28,56379.57
8ca32dc5-afe0-4e6a-9eb5-01954b9350fd,Emily Brown,Female,700 Broadway,employee5357@example.com,+17072406974,1975-09-07,True,DIVORCED,TECHNICIAN,NURSING,2020-10-22,58135.26
ba359643-c3da-430a-bc50-72db0c91d9f2,Alice Johnson,Male,943 Broadway,employee7621@example.com,+16647371431,1991-06-11,True,DIVORCED,CLEANING_STAFF,NURSING,2007-03-17,31092.11
aca31cb4-54da-460e-b1a6-40b32578ccd6,Brian Johnson,Female,736 Broadway,employee8753@example.com,+12428764084,1989-08-16,True,WIDOWED,SECRETARY,FASHION_DESIGN,2001-02-16,42240.49
6e31a95d-f0ef-416b-93b8-fcea45c8702c,David Johnson,Male,427 Cedar St,employee5964@example.com,+13695919269,1980-11-12,False,SINGLE,SECRETARY,BIOLOGY,1999-07-21,32815.03
b0fb2d14-e7f1-4fa4-aa61-49f161ad543b,Robert Johnson,Female,486 Main St,employee5211@example.com,+17062213859,1960-11-12,True,WIDOWED,TECHNICIAN,PSYCHOLOGY,2016-01-24,38120.1
dd6c6611-742c-4634-97ac-23f1e53d37d4,John Johnson,Female,575 Broadway,employee9549@example.com,+13457265978,1963-01-06,True,DIVORCED,SECRETARY,LANGUAGES,2007-07-23,59969.71
5f333e2e-6b63-40f8-8ba5-e3848a11fb8f,Alice Clark,Male,954 Pine Rd,employee7758@example.com,+19958254258,1979-05-10,True,MARRIED,TECHNICIAN,COMPUTER_SCIENCE,1999-05-23,47499.56
e5727887-9cf5-4d2e-a77b-70a292f69569,Michael Johnson,Female,133 Elm St,employee9660@example.com,+14635156657,1993-12-24,True,WIDOWED,CLEANING_STAFF,LANGUAGES,2014-01-11,35976.55
a9e678fe-9ed4-4116-a23c-36c6d8fa9d75,Sarah Taylor,Male,361 Broadway,employee5165@example.com,+14767243959,1981-12-15,True,WIDOWED,CLEANING_STAFF,COMPUTER_SCIENCE,2000-09-18,35238.24
e84770fb-977b-4617-83b5-2f55d4228ad6,Emily Lewis,Female,914 Cedar St,employee5619@example.com,+12229720443,1973-05-26,True,DIVORCED,TECHNICIAN,BUSINESS_AND_MANAGEMENT,2008-10-03,45096.26
3096467b-b80a-47ca-8387-6ad35decffab,John Walker,Female,849 Elm St,employee2429@example.com,+17059756461,1984-08-05,False,WIDOWED,TECHNICIAN,NURSING,2007-11-19,58137.81
d3569e14-df20-433f-a201-6bbc6c795471,Michael Johnson,Female,957 Cedar St,employee1235@example.com,+15406852860,1990-11-06,False,MARRIED,TECHNICIAN,PSYCHOLOGY,2010-01-02,45398.15
d6cd531b-5479-438a-969a-770d96b5b214,Jessica Anderson,Female,357 Broadway,employee8442@example.com,+18542369075,1983-08-17,True,WIDOWED,TECHNICIAN,BUSINESS_AND_MANAGEMENT,2004-11-28,58882.77
9e8e77ae-0d6a-45f5-ad18-2355718fbcb0,Michael Brown,Male,132 Main St,employee9083@example.com,+14450286179,1992-11-04,False,WIDOWED,SECRETARY,PSYCHOLOGY,2005-04-03,41362.86
24794343-7975-476f-bc55-1e0d36f6a2a3,Jessica Taylor,Female,103 Broadway,employee8754@example.com,+13055040410,1961-08-24,True,DIVORCED,SECRETARY,LANGUAGES,2002-12-20,34018.48
e308714b-ee08-4439-b85f-bb1b049ebfef,Brian Smith,Female,566 Broadway,employee6004@example.com,+18434397281,1992-05-08,True,MARRIED,TECHNICIAN,FASHION_DESIGN,2014-11-16,56785.49
38ad4e69-71fa-4c68-baa3-fd0faea4a3f9,Brian Taylor,Male,496 Pine Rd,employee8769@example.com,+15768200690,1963-04-27,False,WIDOWED,TECHNICIAN,NURSING,1995-07-09,40256.99
